ssx10maa01cp001,ssx10maa01ct001,ssx10lbg40cp920,ssx10mag10cp930,ssx10lca10ct001,ssx10lbg11cp920,ssx10lca20cf001,ssx10pab10cf001,ssx10pab30cf001,ssx10pab10ct001,ssx10pab30ct001,ssx10pab20ct001,ssx10pab60ct001,ssxtg_2ce003,DateTime
10.2789107470271,43.7574287309242,30.3266308793682,54.9982229621134,45.2046261236658,3495.08200081611,0.41184088476781,104.020594882913,44.510614593519,29.8363421487622,6.2253747209172,211.958718249108,488.739502844572,3480.09269045316,2024-07-09 09:11:29.023831
10.4936018301682,43.6851327826839,30.3265927668589,54.9035462443739,45.2020249331312,3495.6369375766,0.395946488307205,104.026798800555,44.4699090073856,29.8362939181968,6.22441881539617,212.331684165878,488.98193409399,3480.63749711203,2024-07-09 09:11:29.737494
10.7430241304035,43.6670283228219,30.3265437809652,54.6879465639015,45.1979490815913,3495.50775212183,0.368673434137649,104.034097387128,44.4418206634196,29.8362305516874,6.22328178769044,212.94848573718,489.312687051811,3480.51541134166,2024-07-09 09:11:30.459127
10.6266833686578,43.7456675468017,30.3265154326866,54.6670827803998,45.1951510731185,3494.86871843243,0.348477691951892,104.021334237861,44.4615815073753,29.8361931160823,6.22296037255752,213.118240607989,489.489881308634,3479.89145578085,2024-07-09 09:11:31.196683
10.3078636452391,43.8288164294815,30.3264698582138,54.9012456002682,45.1909476348214,3494.61381056913,0.317595022722892,103.995970291183,44.4849943448352,29.8361342443545,6.22313841198589,213.394582326018,489.586793111643,3479.63790047867,2024-07-09 09:11:31.917020
10.2313176654447,43.8219494886578,30.3264308221347,55.0048586381805,45.1874426554824,3494.89939055952,0.292495341924129,104.008972999448,44.4765303788188,29.8360845340577,6.22342861165804,213.555335981624,489.498262142815,3479.91640459593,2024-07-09 09:11:32.647247
10.2776548291146,43.7986719076056,30.3263950075987,55.0010295438822,45.1839539091481,3495.16591483278,0.268452620286676,103.998771040799,44.4614981896449,29.8360388411264,6.22356211806528,213.82591639414,489.311671841262,3480.1775803518,2024-07-09 09:11:33.365267
10.3870228533721,43.7848875808612,30.326344154386,54.9087762683543,45.1783187764259,3495.23648601523,0.230967461897386,104.009813303855,44.4463522983067,29.8359734323652,6.22364738022829,213.776423451158,488.987702769062,3480.24797210912,2024-07-09 09:11:34.085188
10.3764868023898,43.8059830139452,30.3263120875171,54.881276482423,45.1743155235095,3495.05678008529,0.205294668721504,104.010083281916,44.4489568930538,29.8359318691551,6.22377262833753,214.162814534252,488.824324701566,3480.0725787498,2024-07-09 09:11:34.799254
10.2943270425577,43.8363314856016,30.3262656299446,54.9272796308866,45.1682830314931,3494.92355927963,0.168455933714195,104.007062167868,44.4551079861485,29.8358719118927,6.22405836714896,214.436779062399,488.707503191442,3479.94038739086,2024-07-09 09:11:35.514695
10.268016730358,43.8385897799249,30.3262286713965,54.9564391453065,45.163367069933,3494.98136287428,0.145773563182202,104.001468410964,44.4523421394993,29.8358244739877,6.22410033204984,215.137633141861,488.693270710396,3479.99608391661,2024-07-09 09:11:36.235193
10.2688440013965,43.8372885945824,30.3261946768163,54.9617064110339,45.1585862952621,3495.02668181334,0.135218636407764,103.991890457703,44.4485947131876,29.8357808066929,6.22387047938816,215.662357059489,488.71589481486,3480.0402704414,2024-07-09 09:11:36.952925
10.2803196897923,43.8391010098114,30.3261442669921,54.9496742598048,45.1509831360404,3495.03137533872,0.133774541152562,103.953078647887,44.4447571257267,29.835715951112,6.22340294408834,216.62050450195,488.791374883435,3480.04455550457,2024-07-09 09:11:37.671378
10.2843436423196,43.8421582741389,30.3261108279371,54.9452875071868,45.1456343315029,3495.0141466236,0.134007059292766,103.949497110163,44.4432470771804,29.8356729077884,6.22315556632972,217.2747063428,488.849272533421,3480.02729832766,2024-07-09 09:11:38.406826
10.2844519798909,43.8468646864784,30.3260606387958,54.9468581814616,45.1372050234479,3494.98965976529,0.13375498348581,103.959952138697,44.4415432446643,29.8356083228632,6.22297338462318,218.267989399143,488.917755820607,3480.00263991341,2024-07-09 09:11:39.131093
10.2836626463087,43.8493122740423,30.3260271235731,54.9483261228954,45.1313216636831,3494.97900011689,0.133342509686686,103.966619182388,44.4404299943696,29.8355652118567,6.22296707184142,219.018640443433,488.945855143002,3479.99177893448,2024-07-09 09:11:39.846228
10.2835583313591,43.8512535474486,30.3259935842649,54.9477041227181,45.1252336443015,3494.97094958903,0.132838651982549,103.981601246094,44.4393145728785,29.8355220792169,6.22294504993004,219.636654380646,488.960483516062,3479.98351712733,2024-07-09 09:11:40.563861
10.2843908612446,43.8536916328817,30.3259432709062,54.9480902348529,45.1157337536603,3494.9595227227,0.13205145881713,103.976244603244,44.4377741272631,29.8354573846469,6.22271855444926,220.442288608267,488.962085693664,3479.97182506416,2024-07-09 09:11:41.282724
10.2850414457219,43.8551922020047,30.3259097296356,54.9477371986813,45.1091668143304,3494.95164350724,0.131570936646632,103.981741798608,44.436892063753,29.8354142624582,6.22271945449852,220.899917301275,488.965096121495,3479.96380901299,2024-07-09 09:11:41.994951
10.2857127296416,43.8571571821548,30.325862205959,54.9483471571882,45.0995616441854,3494.9412224038,0.130997163670092,103.981477688617,44.4358172839125,29.8353531740012,6.22285484396797,221.391651126694,488.969780301223,3479.95321645414,2024-07-09 09:11:42.715521
10.2860775878079,43.8585030110941,30.3258258532877,54.9492447769719,45.0919907964801,3494.93445415758,0.130001111164623,103.986049478851,44.4351025974956,29.8353064539754,6.22284278874373,221.731406160548,488.967634364239,3479.94632543481,2024-07-09 09:11:43.463999
