ssx10maa01cp001,ssx10maa01ct001,ssx10lbg40cp920,ssx10mag10cp930,ssx10lca10ct001,ssx10lbg11cp920,ssx10lca20cf001,ssx10pab10cf001,ssx10pab30cf001,ssx10pab10ct001,ssx10pab30ct001,ssx10pab20ct001,ssx10pab60ct001,ssxtg_2ce003
11.8512926485553,44.5617961581606,30.3223317479690,54.1348145975402,44.6018835083638,3493.35063300221,0.00944025102523742,103.982020318105,45.1633820191360,29.8308199980335,6.22984536848680,196.290961527386,490.085524672240,3478.39802506019,2024-07-09 09:08:02.093769
11.9208432160272,44.5941804400894,30.3222984556489,54.0998908704833,44.6114598242480,3493.28672839599,0.00941488149035800,103.977529796151,45.2044417337855,29.8307772557123,6.23027591538667,195.423882573674,490.042233719010,3478.33531239042,2024-07-09 09:08:02.810253
12.0225886445930,44.6414141233980,30.3222513130984,54.0466733771002,44.6256980023840,3493.19064002205,0.00937223297175042,103.989771582343,45.2644397835375,29.8307167376024,6.23082397822679,194.957712714087,489.971607798955,3478.24103572582,2024-07-09 09:08:03.526928
12.1037793009453,44.6782367493630,30.3222152437075,53.9991450581923,44.6371298767480,3493.11698615200,0.00933405788033775,103.986933965707,45.3115751914117,29.8306704465891,6.23102352872189,194.066658488981,489.912626095748,3478.16873806564,2024-07-09 09:08:04.241534
12.1819821469856,44.7131630011270,30.3221819618367,53.9561652826560,44.6480790138046,3493.04561637559,0.00929658387747956,103.981540427763,45.3563613913120,29.8306277364092,6.23111087894710,192.717797783496,489.861231632613,3478.09872018934,2024-07-09 09:08:04.956876
12.3062096056167,44.7665557198106,30.3221320038235,53.8885499015829,44.6652485144347,3492.93907948787,0.00924367969548679,103.981264503961,45.4254722334386,29.8305636437549,6.23157530335832,192.623760556381,489.803893271413,3477.99418895307,2024-07-09 09:08:05.702634
12.3923860638469,44.8036517841704,30.3220987192387,53.8426362148748,44.6772070250724,3492.86007707177,0.00921562206298301,103.981823984468,45.4732960627309,29.8305209476503,6.23207276034362,192.338081529351,489.770780795201,3477.91677742027,2024-07-09 09:08:06.420167
12.5249900697791,44.8614097242424,30.3220487793726,53.7768198380148,44.6958996672758,3492.73729098526,0.00919018073948344,103.979921097571,45.5475295775862,29.8304569029369,6.23275290167735,191.273281873702,489.715612457930,3477.79645108475,2024-07-09 09:08:07.182940
12.6151152926172,44.9011844785462,30.3220154760552,53.7294014805898,44.7088737654998,3492.65279361436,0.00918288169358712,103.979744224276,45.5986545988417,29.8304142013455,6.23304258699871,190.871572054800,489.674856392549,3477.71367760427,2024-07-09 09:08:07.908347
12.7517893252683,44.9629715049469,30.3219655432886,53.6550269278123,44.7291093493126,3492.51934412383,0.00918176266338122,103.980205252734,45.6780008443262,29.8303501830047,6.23335370177823,189.704361716715,489.611881408045,3477.58289046891,2024-07-09 09:08:08.635039
12.8442859063732,45.0053583243322,30.3219322377712,53.6078626352516,44.7431209486538,3492.42926020942,0.00918465534846572,103.980560619242,45.7325565819065,29.8303074899366,6.23362367176712,189.201775696077,489.571690904939,3477.49459042265,2024-07-09 09:08:09.359153
12.9377057515150,45.0484360629965,30.3218989040717,53.5582478146300,44.7575548420233,3492.34046852041,0.00918872298567235,103.981092641485,45.7883299874335,29.8302647685618,6.23393224161794,188.643738285928,489.533126803454,3477.40754325243,2024-07-09 09:08:10.073180
13.0784694030582,45.1145048847491,30.3218488932342,53.4860456473432,44.7800087238550,3492.20399740438,0.00919526614957680,103.982165757349,45.8742954931740,29.8302006778248,6.23441052759471,188.185166189440,489.483607227659,3477.27374661734,2024-07-09 09:08:10.789811
13.1719408196896,45.1594392897084,30.3218155302362,53.4387416903551,44.7955110518487,3492.10969595063,0.00919944509449933,103.983008473242,45.9330767773842,29.8301579301084,6.23480101331307,187.571743537473,489.466509337690,3477.18113663657,2024-07-09 09:08:11.507417
13.3042797045069,45.2240045380706,30.3217682140219,53.3731281124620,44.8182244003672,3491.97901098041,0.00920508551948583,103.984571026242,46.0181600257583,29.8300973155079,6.23538189019267,186.953206853809,489.466163729588,3477.05281268842,2024-07-09 09:08:12.224248
