ssx10maa01cp001,ssx10maa01ct001,ssx10lbg40cp920,ssx10mag10cp930,ssx10lca10ct001,ssx10lbg11cp920,ssx10lca20cf001,ssx10pab10cf001,ssx10pab30cf001,ssx10pab10ct001,ssx10pab30ct001,ssx10pab20ct001,ssx10pab60ct001
10.2722160518300,43.8463978415203,30.3107314828134,44.9938212043586,3495.15893882998,0.498507406724564,104.018317364043,44.4010452296906,29.8159585038979,6.22561831301946,220.731692884094,489.123549294155,3480.16676993367,2024-07-08 15:52:09.376271
10.2720551474961,43.8462359782140,30.3106984576376,44.9883092087254,3495.15938026128,0.498587366493395,104.018325051752,44.4008534085969,29.8159162383196,6.22551254940489,221.183360172767,489.126847388615,3480.16720748585,2024-07-08 15:52:10.095782
10.2717902437142,43.8459620465193,30.3106489215338,44.9799011618468,3495.16024092021,0.498694093989116,104.018007046167,44.4005539313945,29.8158528426261,6.22561562254931,221.671464543638,489.136352527979,3480.16805501517,2024-07-08 15:52:10.812806
10.2716718194320,43.8457573453322,30.3106158989706,44.9742066063335,3495.16091452653,0.498760251545803,104.018775605052,44.4003450466874,29.8158105810705,6.22566461869723,221.439015802353,489.137397652557,3480.16871567620,2024-07-08 15:52:11.531743
10.2715993275026,43.8455302086612,30.3105718728319,44.9665101770341,3495.16141991467,0.498844396694001,104.020032761912,44.4000853708798,29.8157542374026,6.22568043625428,221.914522383831,489.137294073631,3480.16921733344,2024-07-08 15:52:12.261315
10.2715652616110,43.8453206089037,30.3105333515474,44.9596935013137,3495.16199146005,0.498916001414465,104.020559822965,44.3998542887354,29.8157049391381,6.22565741264220,222.116698985767,489.137843525404,3480.16977850709,2024-07-08 15:52:12.979946
10.2715067245781,43.8451243560130,30.3104893311920,44.9518032190728,3495.16237336014,0.498997016555800,104.021039657969,44.3996095642661,29.8156486034508,6.22547618480108,222.349166699790,489.136159646838,3480.17015620396,2024-07-08 15:52:13.710634
10.2714225718750,43.8449745943814,30.3104508150519,44.9448354439067,3495.16261634381,0.499068389343706,104.021668552172,44.3994066418256,29.8155993121982,6.22516927295455,222.613082994184,489.131963374815,3480.17040042275,2024-07-08 15:52:14.435484
10.2713313893485,43.8448380080022,30.3104178020602,44.9388065480552,3495.16297554004,0.499129489600623,104.022327083053,44.3992313780595,29.8155570640423,6.22509150240468,222.875897694093,489.135988964015,3480.17075396503,2024-07-08 15:52:15.161982
10.2712457093304,43.8446521867004,30.3103737865046,44.9307116971171,3495.16346690893,0.499211035364864,104.022963694609,44.3989982787277,29.8155007357452,6.22524079348613,222.849356480097,489.145321000256,3480.17123948997,2024-07-08 15:52:15.888010
10.2712478909322,43.8444940088401,30.3103352750484,44.9235817350579,3495.16390648905,0.499282958130935,104.023654618868,44.3987983742642,29.8154514515028,6.22532540890090,223.246522524693,489.146818877152,3480.17167243840,2024-07-08 15:52:16.602604
10.2712915408875,43.8443485648427,30.3102912648504,44.9153683457482,3495.16418890854,0.499365516015403,104.024339681823,44.3985874625507,29.8153951306201,6.22523678224275,223.470115435315,489.143650376903,3480.17195530284,2024-07-08 15:52:17.328523
10.2712893391911,43.8442328242934,30.3102527587276,44.9081489743376,3495.16445134465,0.499438843769681,104.024849096832,44.3984112599855,29.8153458535865,6.22512821311992,223.499553307495,489.143516400350,3480.17221396896,2024-07-08 15:52:18.057212
10.2712246508714,43.8441646956580,30.3102197551999,44.9019428945373,3495.16450689869,0.499511497829909,104.013992400370,44.3982763660424,29.8153036184911,6.22512988252500,223.531580399085,489.146629935186,3480.17227351855,2024-07-08 15:52:18.779608
10.2710822560800,43.8440456149192,30.3101757502006,44.8936511447329,3495.16492803050,0.499641655296025,104.012501879774,44.3980901082779,29.8152473054078,6.22521973964879,223.588417584209,489.151951354869,3480.17268857673,2024-07-08 15:52:19.497945
10.2709638573193,43.8439029560863,30.3101372461398,44.8863867433143,3495.16557214096,0.499759121547978,104.016930755805,44.3979147001510,29.8151980324395,6.22527556475483,223.647515046838,489.157616075234,3480.17331949689,2024-07-08 15:52:20.218781
10.2708730724414,43.8437436013911,30.3100932444589,44.8780817754312,3495.16614082206,0.499881404402712,104.019048134084,44.3977179620178,29.8151417243939,6.22525751879148,223.716849445416,489.168460335997,3480.17388074057,2024-07-08 15:52:20.944795
10.2708139947554,43.8435970348438,30.3100547450071,44.8708210345582,3495.16664481023,0.499975928332702,104.018437142600,44.3975446764119,29.8150924577740,6.22526076622079,223.784530807054,489.183140581468,3480.17437629160,2024-07-08 15:52:21.668729
10.2707449703079,43.8434484873537,30.3100107492559,44.8625400448867,3495.16703229783,0.500074379753923,104.018789305729,44.3973563069144,29.8150361577904,6.22533882906950,223.872237030293,489.202921112368,3480.17475909643,2024-07-08 15:52:22.418561
10.2706964460765,43.8433373963686,30.3099722547906,44.8553162003183,3495.16730808693,0.500155845999665,104.020004091989,44.3972019477029,29.8149868980563,6.22537566496509,223.953196665302,489.216160140233,3480.17503178628,2024-07-08 15:52:23.140387
10.2706554092482,43.8432382941191,30.3099392608082,44.8491473403760,3495.16756607683,0.500223963333645,104.020786803089,44.3970698105882,29.8149446772356,6.22532772359715,224.017351295972,489.224006643539,3480.17528710380,2024-07-08 15:52:23.857943
10.2705519155299,43.8431068581863,30.3098952716656,44.8409642705376,3495.16795936993,0.500313912674837,104.021378716734,44.3968965232329,29.8148883867496,6.22519789981587,224.081667922771,489.231084528530,3480.17567156788,2024-07-08 15:52:24.572923
10.2704198963922,43.8429860819645,30.3098567814414,44.8338533237879,3495.16837502465,0.500392264922701,104.021994243988,44.3967452470768,29.8148391334821,6.22517828399812,224.117515089095,489.238835928609,3480.17608038168,2024-07-08 15:52:25.294219
10.2703202658203,43.8427973478963,30.3098127928313,44.8257936143835,3495.16914143601,0.500481833347057,104.022892197470,44.3965522467574,29.8147828450743,6.22523070048992,224.150021686332,489.245229748165,3480.17683163116,2024-07-08 15:52:26.007489
10.2702976380063,43.8426545600194,30.3097743070548,44.8188131414141,3495.16953515620,0.500560384460164,104.023643004891,44.3963927029812,29.8147335980219,6.22515751414249,223.652593234666,489.245088714679,3480.17721985787,2024-07-08 15:52:26.734234
10.2702200911199,43.8425639551457,30.3097440701102,44.8133892091533,3495.16973563212,0.500622315097762,104.024318293831,44.3962772657072,29.8146949064389,6.22512580673779,223.657535002687,489.245363113072,3480.17741798890,2024-07-08 15:52:27.458154
