ssx10mag10cp930,ssx10pab20ct001,ssx10pab10ct001,ssxtg_2ce003,ssx10lca10ct001,ssx10pab10cf001,ssx10lbg11cp920,ssx10lbg40cp920,ssx10pab60ct001,ssx10pab30ct001,ssx10maa01cp001,ssx10lca20cf001,ssx10maa01ct001,ssx10pab30cf001,DateTime
10.2838395318234,43.8676975944978,30.3263396612859,54.9519642127353,45.152012361039,3494.9976465226,0.512642822332788,102.95028056218,44.4218827512135,29.8359673832001,6.22461740326241,215.221666204126,488.602267263731,3480.00849116483,2024-07-08 17:41:07.814917
10.2840866921806,43.8675896043226,30.3262948207625,54.9516054104729,45.1448262281652,3494.99732779237,0.513063453909878,102.91108638887,44.4217860962255,29.8359097742685,6.22443875663609,215.277592257259,488.655612350064,3480.00817497,2024-07-08 17:41:08.548176
10.2840347107826,43.8675330321208,30.326244376219,54.9476277221375,45.1364336375759,3494.99703183044,0.513584043002031,102.869469399564,44.4217029212401,29.8358449672231,6.22371533753062,215.84902290932,488.758722231203,3480.00788029716,2024-07-08 17:41:09.418328
10.2837691649,43.8674708463921,30.3262051402805,54.9466333280885,45.1296813236737,3494.99727010396,0.513753268214033,102.840725418253,44.4216321960847,29.8357945615035,6.22317939685755,216.292523221657,488.841610506443,3480.00810700392,2024-07-08 17:41:10.143676
10.2834913656951,43.86734736999,30.3261715061589,54.947581784729,45.1237360021712,3494.99800563005,0.513981866726976,102.815759930738,44.4215418800431,29.8357513537476,6.22296799332926,216.738312506158,488.913058774521,3480.00882324475,2024-07-08 17:41:10.873706
10.283189297336,43.867092045937,30.3261210566154,54.9517992294388,45.1145499275979,3494.99930866558,0.514428935263109,102.787718922299,44.4213714286161,29.8356865452348,6.22309171698035,217.633241351572,489.001684855039,3480.0100961949,2024-07-08 17:41:11.611353
10.2831178681608,43.8669128317336,30.3260874264361,54.9565926914532,45.1082468080519,3495.00005148485,0.514569331891465,102.770523501987,44.4212491259095,29.8356433436146,6.22323503562966,218.065920752153,489.037702302514,3480.01082246113,2024-07-08 17:41:12.350642
10.2830707075382,43.8666964715296,30.3260425902644,54.9576334125808,45.0996253607638,3495.00074900698,0.514820370393179,102.727774931074,44.4210893330355,29.8355857471539,6.22333467075111,218.92345870882,489.062500523757,3480.01150551657,2024-07-08 17:41:13.076965
10.2829612151473,43.8665074263762,30.3260033616854,54.9583909962815,45.0918816884945,3495.00135004478,0.51513318670252,102.693129513331,44.4209449631063,29.8355353547678,6.2234011710589,219.458053908148,489.074124290943,3480.01208996468,2024-07-08 17:41:13.810434
10.2827553269857,43.866318122001,30.3259585317678,54.9580989977842,45.0828122607336,3495.00189711199,0.515357421452517,102.656888358117,44.4207871292862,29.8354777678086,6.22342720856518,220.262294681311,489.079775794341,3480.012622738,2024-07-08 17:41:14.558450
10.2825713936777,43.8661219686987,30.3259193051441,54.959359916235,45.0746902285766,3495.00261029257,0.515024408965512,102.62094336535,44.4206329224126,29.8354273797818,6.22341453021897,220.971712509066,489.080943020654,3480.01331951111,2024-07-08 17:41:15.301956
10.2823996855223,43.8658533815416,30.3258688738027,54.9596294293659,45.0640031414381,3495.00354614114,0.515151195581369,102.572061040262,44.4204214777791,29.8353625998544,6.22332809566236,221.377069348945,489.080677576152,3480.01423501286,2024-07-08 17:41:16.126630
10.2823062414203,43.8656784827537,30.3258352551774,54.9583507307369,45.0567360053547,3495.0041158017,0.514953658563342,102.53849643308,44.4202784644617,29.8353194166896,6.22332021271195,221.775577306089,489.08254723638,3480.0147920836,2024-07-08 17:41:16.860062
10.2821540406492,43.8654039582131,30.3257848294947,54.9539140737786,45.0456370984888,3495.00501201004,0.515048150636635,102.490276392834,44.4200532706212,29.8352546458238,6.22280684098242,222.324065227455,489.07620998616,3480.01566822346,2024-07-08 17:41:17.585437
10.2819828611772,43.8652518972489,30.3257512155404,54.9509957177711,45.038106999642,3495.00534652487,0.514618204494489,102.462686702921,44.4199126802844,29.8352114695981,6.22246522563498,222.237073370817,489.074718763035,3480.01599877815,2024-07-08 17:41:18.312138
10.2816726479656,43.8649769101407,30.3257063947947,54.9506421691338,45.0279207774021,3495.00646083016,0.514495182550962,102.427001293261,44.4196924171877,29.835153900201,6.22252892212537,222.730425392755,489.088444251682,3480.01708465809,2024-07-08 17:41:19.038648
10.2814684623137,43.8647050235793,30.3256671782208,54.9540902662218,45.0188737706996,3495.00745891756,0.514691322545841,102.394282390992,44.4194812384146,29.8351035297013,6.22274394140956,222.722189755356,489.092957426707,3480.01806175659,2024-07-08 17:41:19.766462
10.2814005537477,43.8644205204001,30.3256223639801,54.9545590412942,45.0083963525144,3495.0082388325,0.514563749179102,102.357834408125,44.4192437124928,29.8350459697835,6.22279571041706,223.163671028989,489.083325277212,3480.01882915935,2024-07-08 17:41:20.505949
10.2813906665633,43.8641925666601,30.3255831547262,54.9553229879688,44.9991125742878,3495.00880226335,0.514608766451848,102.32403873614,44.419039991015,29.8349956095029,6.22274638269428,223.22920943343,489.073668521395,3480.01938146974,2024-07-08 17:41:21.235723
10.2813448473195,43.8640232594585,30.3255495503146,54.9537356146564,44.9910765329412,3495.00912265416,0.51432056511661,102.292838870233,44.4188738351772,29.8349524482214,6.22273985538893,223.650592992407,489.068590916015,3480.01969384909,2024-07-08 17:41:21.959412
10.281230545813,43.8638265612731,30.3255047454452,54.9535593381517,44.9802584656361,3495.00952853887,0.514178447062819,102.253128621551,44.4186634105958,29.8348949021024,6.22280307920405,224.086268518002,489.063398728196,3480.020091385,2024-07-08 17:41:22.687315
